NewApp,Postmaster General,Last,Office,Month,County,Year,President,Day,First
1,28,Hines,YERO,9,Walker,1899,17,15,Geo. W.
0,28,Holcomb,YERO,4,Walker,1900,17,14,Dan
0,28,Petree,YERO,12,Walker,1900,17,18,Thos. J.
1,26,Cooper,BROOKSHIRE,6,Waller,1893,16,14,Willie J.
0,26,Parker,BROOKSHIRE,12,Waller,1894,16,21,David C.
0,28,Harpster,BROOKSHIRE,9,Waller,1898,17,28,Laura B.
0,28,Bemus,BROOKSHIRE,12,Waller,1900,17,24,Thos. N.
1,25,Towsey,CLEMONS,11,Waller,1885,14,9,Walter T.
1,27,Bush,FENELLA,12,Waller,1897,17,24,Jackson M.
1,15,Jones,FIELD'S STORE,7,Waller,1874,10,1,Isaac N.
0,17,Driver,FIELD'S STORE,12,Waller,1875,10,13,M. H.
0,17,Field,FIELD'S STORE,6,Waller,1876,10,12,Mrs. Caroline F.
0,19,Jones,FIELD'S STORE,12,Waller,1877,11,4,Isaac N.
0,19,Moore,FIELD'S STORE,8,Waller,1878,11,29,Wm. W.
0,25,Moore,FIELD'S STORE,1,Waller,1886,14,14,Thad. F.
0,25,Denham,FIELD'S STORE,1,Waller,1887,14,31,Jas. D.
0,26,Robertson,FIELD'S STORE,12,Waller,1890,15,17,Oliver E.
-1,26,Floyd,FIELDS STORE,6,Waller,1894,16,29,Robt. W.
0,26,Moore,FIELDS STORE,2,Waller,1896,16,5,Lewis M.
1,25,Tompkins,GLADISH,11,Waller,1885,14,4,Wm. B.
0,26,Tompkins,GLADISH,7,Waller,1889,15,1,F. Z.
0,26,Gladish,GLADISH,11,Waller,1890,15,18,Mary H.
0,26,Gladish,GLADISH,4,Waller,1896,16,17,Laura O.
1,25,Robertson,HARVESTER,6,Waller,1887,14,9,Jas. N.
1,28,Hegar,HEGAR,1,Waller,1899,17,18,Otto
1,19,Faddis,HEMPSTEAD,6,Waller,1877,11,7,Robt. P.
0,19,Rankin,HEMPSTEAD,10,Waller,1879,11,21,Henry L.
0,23,Rankin,HEMPSTEAD,7,Waller,1883,13,28,Harry W.
0,23,Tompkins,HEMPSTEAD,3,Waller,1884,13,6,A. C.
0,25,Young,HEMPSTEAD,8,Waller,1886,14,2,John R.
0,26,Tompkins,HEMPSTEAD,1,Waller,1890,15,9,Wm. B.
0,27,Rankin,HEMPSTEAD,10,Waller,1897,17,18,Harry W.
1,28,Holik,HOLIK,5,Waller,1901,18,9,John B.
-1,26,Heard,HOWTH,12,Waller,1895,16,24,Geo. W.
0,28,Hamner,HOWTH,4,Waller,1899,17,27,Jos. W.
0,15,Goggin,HOWTH STATION,5,Waller,1874,10,11,Jas. M.
0,16,Hesse,HOWTH STATION,7,Waller,1874,10,29,Julius
0,17,Goldsmitt,HOWTH STATION,10,Waller,1874,10,19,W. W.
2,17,Felker,HOWTH STATION,3,Waller,1875,10,5,Isaac A.
3,19,Renfro,HOWTH STATION,8,Waller,1877,11,27,Jas. W.
0,25,Renfro,HOWTH STATION,10,Waller,1887,14,24,Martha E.
1,19,Leslie,LESLIE,10,Waller,1879,11,27,Robt. H.
1,22,Barton,PATTERSON,4,Waller,1883,13,2,Edward
0,23,Downman,PATTERSON,10,Waller,1883,13,10,Henry P.
0,25,Axson,PATTERSON,9,Waller,1885,14,28,Clifford
0,25,Waller,PATTERSON,3,Waller,1887,14,2,Leonard W.
0,26,Murray,PATTERSON,10,Waller,1888,14,4,Nathan
0,26,Mantey,PATTERSON,8,Waller,1890,15,1,John F.
0,26,Cliett,PATTERSON,7,Waller,1894,16,27,Willie E.
0,20,Barton,PATTERSON'S STATION,9,Waller,1880,11,30,Ed.
1,26,Robertson,PRAIRIE VIEW,5,Waller,1892,15,20,Duncan D.
0,26,Cameron,PRAIRIE VIEW,12,Waller,1896,16,19,Wm.
0,28,Pennington,PRAIRIE VIEW,2,Waller,1901,17,8,John W.
1,27,Wojtek,SLOVANVILLE,7,Waller,1897,17,31,F. H.
1,19,Carrington,SUNNYSIDE,11,Waller,1877,11,6,Wm. T.
0,19,Sterling,SUNNYSIDE,1,Waller,1880,11,29,Thos. S.
0,20,Dickson,SUNNYSIDE,2,Waller,1881,11,15,Robt. S.
0,23,Davis,SUNNYSIDE,11,Waller,1883,13,19,Wm. P.
0,25,Bennett,SUNNYSIDE,5,Waller,1885,14,4,John G.
0,25,Thornton,SUNNYSIDE,12,Waller,1885,14,7,P. B.
0,25,Hicks,SUNNYSIDE,6,Waller,1886,14,16,Ed. T.
0,25,Campbell,SUNNYSIDE,5,Waller,1887,14,17,Hayden H.
0,26,Orman,SUNNYSIDE,12,Waller,1888,14,22,Benj. F.
0,28,Wischnewsky,SUNNYSIDE,2,Waller,1901,17,7,Wm. W.
1,23,Sanders,WALLER,1,Waller,1884,13,21,John T.
0,27,Bennett,WALLER,8,Waller,1897,17,21,Chas. H.
0,28,Taylor,WALLER,8,Waller,1901,18,13,Terrell O.
1,19,Waller Jr.,WALLERS STORE,9,Waller,1877,11,28,Edwin
1,28,Latham,ZADOW,6,Waller,1900,17,11,John F.
1,26,Cranson,BARSTOW,11,Ward,1891,15,3,Minnie L.
0,26,Cox,BARSTOW,6,Ward,1894,16,8,Minnie L.
0,26,Carson,BARSTOW,4,Ward,1895,16,3,Wm. C.
1,27,Baker,GRANDFALLS,5,Ward,1897,17,10,Jas. G.
1,26,Jones,MONAHANS,4,Ward,1891,15,16,Wm. B.
0,26,Beaty,MONAHANS,12,Ward,1891,15,22,Robt. C.
0,26,Brown,MONAHANS,5,Ward,1892,15,16,Amelia E.
0,26,Wills,MONAHANS,8,Ward,1895,16,22,Benj. F.
0,26,Frame,MONAHANS,11,Ward,1896,16,5,Jas. M.
0,28,Dossett,MONAHANS,12,Ward,1898,17,24,Robt. A.
0,28,Wren,MONAHANS,1,Ward,1900,17,23,Herschel A.
1,28,Armstrong,ARMSTRONG,4,Washington,1901,18,9,Dolie K.
0,18,Hackworth,BRENHAM,10,Washington,1876,10,24,Stephen A.
0,19,Bryan,BRENHAM,11,Washington,1877,11,20,Moses A.
0,19,Bryan,BRENHAM,2,Washington,1880,11,18,Wm. J.
0,21,Hackworth,BRENHAM,6,Washington,1881,12,7,John W.
0,25,Shepard,BRENHAM,1,Washington,1886,14,13,Jas. E.
0,25,Byrnes,BRENHAM,9,Washington,1886,14,25,Julien M.
0,26,Dwyer,BRENHAM,5,Washington,1889,15,21,Wm. E.
0,26,Eldridge,BRENHAM,6,Washington,1893,16,26,Frank A.
0,27,Dwyer,BRENHAM,9,Washington,1897,17,14,Wm. E.
1,15,Arnold,BURTON,6,Washington,1870,9,6,Benj. J.
0,15,Williams,BURTON,7,Washington,1870,9,5,Chas. C.
0,15,Huberich,BURTON,9,Washington,1870,9,23,Chas.
0,15,Knittell,BURTON,1,Washington,1871,9,30,Herman
0,21,Bauer,BURTON,7,Washington,1881,12,7,Chas.
0,23,Mayfield,BURTON,4,Washington,1883,13,16,W. N.
0,25,Watson,BURTON,8,Washington,1885,14,3,Thos.
0,26,Tatum,BURTON,4,Washington,1893,16,18,Henry G.
0,26,Tatum,BURTON,7,Washington,1893,16,20,Hattie M.
0,28,Hoffman,BURTON,5,Washington,1901,18,8,John F.
0,29,Watt,BURTON,1,Washington,1902,19,21,Chas. B.
0,14,Howerton,CHAPEL HILL,12,Washington,1867,8,2,David B.
0,14,Northington,CHAPEL HILL,9,Washington,1868,8,2,Wm. A.
0,15,Holler,CHAPEL HILL,5,Washington,1870,9,13,John S.
0,15,Haynie,CHAPEL HILL,2,Washington,1872,9,15,Wm. K.
0,15,Chappell,CHAPEL HILL,5,Washington,1872,9,15,Thos. W.
0,15,Haynie,CHAPEL HILL,10,Washington,1872,9,16,Wm. K.
0,15,Rogers,CHAPEL HILL,12,Washington,1873,10,1,Ben S.
0,19,Campbell,CHAPEL HILL,1,Washington,1880,11,8,Wm. H.
0,22,Simmons,CHAPEL HILL,7,Washington,1882,13,6,Jos. S.
0,25,Felder,CHAPEL HILL,3,Washington,1887,14,2,Myers M.
0,26,Foote,CHAPEL HILL,8,Washington,1888,14,14,Wm. G.
0,26,Perkins,CHAPEL HILL,12,Washington,1888,14,4,Delphinium P.
0,26,Foote,CHAPEL HILL,9,Washington,1893,16,14,Wm. G.
0,26,Thornhill,CHAPEL HILL,12,Washington,1895,16,11,Sam F.
0,28,Kitchen,CHAPEL HILL,10,Washington,1900,17,8,Silas E.
2,15,Pickett,EVERGREEN,5,Washington,1873,10,15,Jon. J.
0,28,Hogans,FELDER,12,Washington,1900,17,19,Wilson C.
1,26,Tesch,FRIEDEN,6,Washington,1895,16,27,Herman
0,26,Tesch,FRIEDEN,12,Washington,1895,16,21,Julia R.
3,15,Harrison,GAY HILL,8,Washington,1872,9,23,Henry K.
0,19,Wallace,GAY HILL,2,Washington,1878,11,25,John H.
0,26,Mills,GAY HILL,4,Washington,1888,14,25,Edmund D.
0,26,Bledsoe,GAY HILL,4,Washington,1892,15,18,Wm. J.
0,26,Wallace,GAY HILL,2,Washington,1894,16,27,Eugene B.
0,28,Wolff,GAY HILL,11,Washington,1899,17,23,Theo.
1,15,Pauli,GIDDINGS,6,Washington,1871,9,27,Gottlieb
1,15,Rodes,GNARLED OAKS,5,Washington,1873,10,19,Jas. W.
1,18,Baldridge,GRABALL,10,Washington,1876,10,13,Jos.
0,25,Baldridge,GRABALL,7,Washington,1886,14,28,Jas. R.
0,25,Kellom,GRABALL,1,Washington,1887,14,31,Frank
0,26,Baldridge,GRABALL,12,Washington,1889,15,12,Jas. R.
0,28,Ausband,GRABALL,3,Washington,1899,17,9,Katie
0,28,Callaway,GRABALL,8,Washington,1901,18,29,Jos. M.
1,19,Campbell,GREEN VINE,4,Washington,1879,11,6,Chas. G.
0,26,Schwickert,GREEN VINE,6,Washington,1893,16,22,John W.
0,28,Moegle,GREEN VINE,5,Washington,1898,17,23,Otto C.
0,14,Heidnenheimer,INDEPENDENCE,3,Washington,1868,8,17,Chas.
0,15,McKnight,INDEPENDENCE,4,Washington,1873,10,29,John
0,21,Jackson,INDEPENDENCE,8,Washington,1881,12,17,David
0,25,Willie,INDEPENDENCE,12,Washington,1885,14,31,Wm. T.
0,28,Watson,INDEPENDENCE,8,Washington,1899,17,29,Nomi R.
1,28,Schulze,KLUMP,9,Washington,1899,17,11,Geo. H.
0,28,Klump,KLUMP,5,Washington,1900,17,3,Louis
1,19,Krug,KRUG STORE,3,Washington,1878,11,4,Kinney
1,19,Matejowsky,LA BAHIA,6,Washington,1879,11,16,Ed.
0,26,Siebel,LA BAHIA,10,Washington,1891,15,16,Aug.
1,23,Cornitius,LATIUM,4,Washington,1884,13,8,H. Otto
0,23,Seidel,LATIUM,9,Washington,1884,13,15,E.
0,24,Leonard,LATIUM,12,Washington,1884,13,15,John N.
0,26,Foehner,LATIUM,6,Washington,1889,15,17,Longin
1,15,Leiswitz,LEDBETTER,6,Washington,1871,9,27,Robt.
0,15,Shaw,LEDBETTER,4,Washington,1872,9,9,Peter V.
0,15,Carothers,LEDBETTER,5,Washington,1873,10,28,S.
0,15,Philips,LEDBETTER,12,Washington,1873,10,4,Mrs. Cornelia E.
0,17,Preston,LEDBETTER,10,Washington,1874,10,29,Mrs. Cornelia E.
0,17,Barnett,LONG POINT,1,Washington,1876,10,3,John C.
0,19,Bradford,LONG POINT,12,Washington,1877,11,26,Geo. D.
0,19,Griffin,LONG POINT,12,Washington,1878,11,10,Frank M.
0,21,Barnett,LONG POINT,10,Washington,1881,13,13,Harry C.
0,22,Welfort,LONG POINT,9,Washington,1882,13,18,Ernest
0,22,Kirk,LONG POINT,9,Washington,1882,13,21,Wilson F.
0,23,Armstrong,LONG POINT,6,Washington,1883,13,22,Mrs. Caroline
0,23,Miller,LONG POINT,9,Washington,1884,13,3,Peter
0,26,Miller,LONG POINT,4,Washington,1890,15,25,Amalia
0,26,Krueger,LONG POINT,12,Washington,1891,15,29,Albert G.
0,26,Miller,LONG POINT,10,Washington,1892,15,26,Amalia
0,28,Mueller,LONG POINT,9,Washington,1900,17,13,Wm.
1,24,Lott,LOTT,11,Washington,1884,13,17,Jesse B.
0,26,Lockett,LOTT,9,Washington,1889,15,28,R. R.
0,26,Jones,LOTT,1,Washington,1890,15,17,John S.
-1,26,McCraven,McCRAVEN,3,Washington,1890,15,12,J. R.
0,26,Whiting,McCRAVEN,2,Washington,1891,15,4,Lott R.
1,28,Mueller,MUELLERSVILLE,3,Washington,1899,17,1,Wm. F.
1,20,Pesch,PESCH,1,Washington,1881,11,25,Wm.
0,25,Pesch,PESCH,5,Washington,1885,14,6,Dorothea
0,26,Beontz,PESCH,10,Washington,1891,15,17,Adolf
0,26,Pesch,PESCH,4,Washington,1892,15,20,Dorothea
0,28,Knolle,PESCH,10,Washington,1898,17,1,Wm. L. F.
2,28,Felscher,PESCH,8,Washington,1899,17,7,Robt.
0,28,Ment,PESCH,10,Washington,1901,19,14,Rudolph A.
1,26,Shross,PHILLIPSBURG,10,Washington,1891,15,15,Chas. P.
0,26,Graefe,PHILLIPSBURG,12,Washington,1893,16,2,Paul
0,27,Kemfer,PHILLIPSBURG,3,Washington,1898,17,16,Henry C. F.
0,28,Thiel,PHILLIPSBURG,9,Washington,1901,19,28,Chas. C.
1,26,Schawe,PHILLIPSBURGH,1,Washington,1889,14,23,Adolph
-1,19,Krug,PLEASANT HILL,3,Washington,1878,11,29,Kinney
0,19,Palm,PLEASANT HILL,2,Washington,1879,11,3,Chas.
0,26,Rodenbeck,PLEASANT HILL,10,Washington,1895,16,10,Charley
1,26,Schwenke,QUARRY,1,Washington,1891,15,30,Louis W.
0,26,Conover,QUARRY,5,Washington,1891,15,20,Ananias M.
0,26,Campbell,QUARRY,6,Washington,1892,15,28,Jerome B.
0,26,Conover,QUARRY,8,Washington,1895,16,16,Ananias M.
1,27,Ranft,REHBURG,4,Washington,1898,17,4,Paul G.
0,28,Turner,REHBURG,5,Washington,1900,17,24,Henry C.
1,26,Samuel,SAMUEL,9,Washington,1889,15,20,Oscar
0,26,Zettner,SAMUEL,12,Washington,1893,16,15,Simon C.
0,26,Zettner,SAMUEL,12,Washington,1893,16,15,Simon C.
0,28,Geltch,SAMUEL,8,Washington,1899,17,28,Ernest A.
0,28,Lange,SAMUEL,10,Washington,1901,19,3,Herman H.
1,26,Watson,STONE,3,Washington,1896,16,25,Arch. W.
0,14,Allen,VINE GROVE,4,Washington,1868,8,23,Robt. R.
0,14,Campbell,VINE GROVE,10,Washington,1868,8,1,Chas. G.
2,15,Bowers,VINE GROVE,8,Washington,1870,9,22,Jas. N.
0,26,Moore,WASHINGTON,7,Washington,1896,16,23,John R.
0,28,Moore,WASHINGTON,1,Washington,1901,17,28,Robt. J.
0,25,Mikeska,WESLEY,5,Washington,1886,14,5,Jos.
1,18,Whitman,WHITMAN,8,Washington,1876,10,21,Walter C.
0,21,Bedell,WHITMAN,12,Washington,1881,13,12,W. A.
0,22,Flewellen,WHITMAN,3,Washington,1882,13,20,Jas. E.
0,25,Ewing,WHITMAN,11,Washington,1885,14,27,Mrs. Kate
1,15,Lay,WILLIAM PENN,5,Washington,1873,10,13,Abner M.
0,17,Walling,WILLIAM PENN,10,Washington,1874,10,27,Cread A.
0,26,Williams,WILLIAM PENN,2,Washington,1889,14,21,Joel O.
0,26,Wade,WILLIAM PENN,2,Washington,1891,15,4,Carey W.
0,26,Anderson,WILLIAM PENN,3,Washington,1896,16,16,Robt. R.
0,28,Myatt,WILLIAM PENN,5,Washington,1899,17,15,Wiley F.
0,28,Walling,WILLIAM PENN,2,Washington,1901,17,28,John W.
1,19,Windwehen,WINEDALE,4,Washington,1879,11,1,Henry F.
1,18,Hannah,WREN,8,Washington,1876,10,22,John M
0,19,Earlywine,WREN,3,Washington,1878,11,26,John W.
1,15,Streckert,ZIONSVILLE,4,Washington,1872,9,4,Adolph
0,28,Hesse,AGUILARES,4,Webb,1900,17,20,Paul
0,28,Gutierrez,AGUILARES,8,Webb,1901,18,16,Emeterio
-1,28,Moglia,BRUNI,2,Webb,1900,17,16,Lodovico
1,23,See,CACTUS,4,Webb,1884,13,18,Thos. J.
0,25,Huerta,CACTUS,9,Webb,1887,14,26,Guadalupe
0,26,Davis,DARWIN,8,Webb,1896,16,28,David D.
0,28,Fierros,DARWIN,5,Webb,1898,17,23,Juan S.
0,28,Perron,DARWIN,1,Webb,1900,17,17,Clovis F.
1,22,Gilliam,GILLIAM,1,Webb,1883,13,2,W. S.
1,23,Clifford,HUNT,4,Webb,1883,13,16,Harrison J.
0,23,Alexander,HUNT,5,Webb,1883,13,27,John
0,14,Sanchez,LAREDO,9,Webb,1867,8,16,Ruperto
0,14,Johnson,LAREDO,11,Webb,1867,8,4,Wm.
0,14,Garcia,LAREDO,1,Webb,1868,8,2,Guadalupe
0,15,Villareal,LAREDO,3,Webb,1870,9,4,Francisco
0,15,Leyendecker,LAREDO,3,Webb,1870,9,4,Francisco
0,19,Jefferies,LAREDO,6,Webb,1878,11,5,John C.
0,19,Ford,LAREDO,7,Webb,1878,11,24,Angus
0,22,Burbank,LAREDO,11,Webb,1882,13,21,Hanson A.
0,25,Randolph,LAREDO,2,Webb,1887,14,14,Dalziel H.
0,26,Pierce,LAREDO,2,Webb,1891,15,14,Frank H.
0,26,McNeil,LAREDO,3,Webb,1895,16,20,Clarence W.
0,28,Pierce,LAREDO,4,Webb,1899,17,18,Frank H.
1,19,Spohn,MACHOS,1,Webb,1880,11,19,Henry
1,26,Davis,MINERA,5,Webb,1891,15,11,David D.
0,26,Worsham,MINERA,7,Webb,1895,16,12,Thos.
0,26,Farias,MINERA,5,Webb,1896,16,12,Cristobal
0,28,Roy,MINERA,12,Webb,1900,17,18,David T.
1,25,Matherine,PALAFAX,7,Webb,1886,14,19,A. Jas.
-1,25,Matherne,PALAFOX,11,Webb,1886,14,12,A. Jas.
1,28,Garcia,TORRECILLAS,8,Webb,1901,18,30,Jose M.
1,20,Carr,VALENZUELA,10,Webb,1880,11,11,Robt. J.
0,21,Trivino,VALENZUELA,7,Webb,1881,12,18,Francisco
2,21,Carr,VALENZUELA,11,Webb,1881,13,30,Jas. A.
2,14,Hamilton,BERNARD STATION,5,Wharton,1868,8,22,John
0,15,Tucker,BERNARD STATION,5,Wharton,1870,9,18,John R.
1,26,Mersfelder,BONUS,2,Wharton,1896,16,14,Andy
2,28,Boulden,BONUS,8,Wharton,1898,17,22,Thos. F.
0,28,Loeser,BONUS,5,Wharton,1900,17,21,Wm. E.
0,28,Speed,BONUS,11,Wharton,1900,17,26,Thos. G.
0,29,Davis,BONUS,2,Wharton,1902,19,5,Chas.
1,26,Colburn,COLBURN,6,Wharton,1895,16,15,John H.
0,28,Johnson,COLBURN,2,Wharton,1901,17,23,Adamantine
1,26,Hermansen,DANEVANG,7,Wharton,1895,16,23,Herman P.
1,15,Cooper,EAST BERNARD,7,Wharton,1874,10,1,Uriah G.
0,17,Austin,EAST BERNARD,6,Wharton,1875,10,17,T. A.
0,18,Myrick,EAST BERNARD,8,Wharton,1876,10,22,J. E.
2,19,Jones,EAST BERNARD,6,Wharton,1877,11,4,John W.
3,25,Stockton,EAST BERNARD,2,Wharton,1886,14,18,Haywood P.
0,26,Leveridge,EAST BERNARD,5,Wharton,1895,16,24,John G.
0,28,Garrison,EAST BERNARD,8,Wharton,1901,18,12,Joe L.
3,15,Habermacher,EGYPT,7,Wharton,1870,9,1,Thos.
4,15,Lipscomb,EGYPT,6,Wharton,1871,9,12,Wm.
5,29,Northington,EGYPT,5,Wharton,1902,19,6,Geo. H.
1,26,Bruns,EL CAMPO,3,Wharton,1890,15,17,Christian
0,26,Bauch,EL CAMPO,7,Wharton,1890,15,26,Eckhard
0,26,Natho,EL CAMPO,1,Wharton,1892,15,25,Aug.
0,26,Bruns,EL CAMPO,12,Wharton,1893,16,19,Christian
0,26,Otell,EL CAMPO,12,Wharton,1896,16,1,Julius R.
0,27,Seydler,EL CAMPO,11,Wharton,1897,17,6,Gustav
0,28,Ericson,EL CAMPO,6,Wharton,1899,17,15,Carl E.
1,28,Martin,GLENFLORA,8,Wharton,1900,17,2,Benj. W.
0,28,Davidson,GLENFLORA,3,Wharton,1901,18,7,Wm. L.
1,26,King,GOLDENROD,1,Wharton,1895,16,17,Edmund W.
0,26,Crabb,GOLDENROD,1,Wharton,1896,16,24,Hillary M.
0,27,Phillips,GOLDENROD,11,Wharton,1897,17,3,Jas. A.
0,28,Rhodes,GOLDENROD,4,Wharton,1899,17,18,Jacob H.
0,28,Knight,GOLDENROD,12,Wharton,1900,17,6,Anderson R.
1,27,Wiginton,HAHN,9,Wharton,1897,17,16,Gideon E.
1,28,Wychopen,HILLJE,9,Wharton,1899,17,1,Louis C.
1,23,McKinney,HUNGERFORD,9,Wharton,1883,13,10,Wm. E.
0,25,Taylor,HUNGERFORD,9,Wharton,1886,14,10,Joel M.
0,26,Taylor,HUNGERFORD,2,Wharton,1889,14,7,Jas. P.
0,26,Taylor,HUNGERFORD,4,Wharton,1890,15,9,Joel McK.
1,26,Kemp,IAGO,7,Wharton,1891,15,21,Clarence D.
2,28,Kemp,IAGO,9,Wharton,1900,17,6,Clarence D.
0,29,Taylor,IAGO,2,Wharton,1902,19,7,Marcus D.
1,28,Kriegel,KRIEGEL,3,Wharton,1899,17,2,Chas.
2,28,Stewart,LISSIE,4,Wharton,1898,17,30,Arthur T.
0,28,Russell,LISSIE,10,Wharton,1898,17,28,David C.
0,28,Arnold,LISSIE,1,Wharton,1901,17,10,Dell
1,26,King,LOST PRONG,11,Wharton,1896,16,21,Edmund W.
0,27,Wilson,LOST PRONG,10,Wharton,1897,17,11,Sarah V.
0,28,Baker,LOST PRONG,3,Wharton,1900,17,19,Chas. L.
1,26,McDow,LOUISE,4,Wharton,1888,14,26,Alex.
0,26,Klais,LOUISE,3,Wharton,1891,15,20,Minnie
0,26,Sadler,LOUISE,4,Wharton,1892,15,9,Geo. M.
0,26,Shoberg,LOUISE,10,Wharton,1893,16,30,Huldah
0,26,Carlson,LOUISE,7,Wharton,1895,16,2,John G.
1,24,Nelson,MACKAY,1,Wharton,1885,13,28,Chas.
1,19,Stackpole,NEW PHILADELPHIA,1,Wharton,1878,11,17,Ellis M.
2,19,Nott,NEW PHILADELPHIA,10,Wharton,1879,11,13,Henry W
0,21,Boyd,NEW PHILADELPHIA,4,Wharton,1881,12,4,Chas.
0,21,Hoadley,NEW PHILADELPHIA,5,Wharton,1881,12,2,Jas.
0,26,Adams,NEW PHILADELPHIA,5,Wharton,1888,14,23,Hope A.
1,26,Borden,PIERCE,6,Wharton,1895,16,18,Abel P.
1,25,Hamilton,PIERCE STATION,11,Wharton,1886,14,15,Geo. S.
0,26,Borden,PIERCE STATION,4,Wharton,1890,15,4,Abel. P.
1,27,Rogers,POCKET,9,Wharton,1897,17,14,Lallie
1,15,Habermacher,QUINAN,6,Wharton,1874,10,25,John C.
0,19,Thatcher,QUINAN,3,Wharton,1878,11,21,Wm. A.
0,22,Habermacher,QUINAN,1,Wharton,1882,13,19,John C.
0,23,McKinney,QUINAN,4,Wharton,1883,13,24,Wm. E.
0,23,Pierce,QUINAN,5,Wharton,1883,13,15,Frank C.
0,23,McKinney,QUINAN,6,Wharton,1883,13,26,Wm. E.
1,26,Rathke,ROUND MOTT,10,Wharton,1888,14,27,Jas. A.
1,26,Smith,SORRELLA,4,Wharton,1894,16,7,Zenos
1,18,Habermacher,SPANISH CAMP,3,Wharton,1877,11,9,Thos.
0,19,Compton,SPANISH CAMP,6,Wharton,1877,11,28,Henry G.
0,19,Habamacher,SPANISH CAMP,11,Wharton,1877,11,2,Thos.
0,19,Lipscomb,SPANISH CAMP,2,Wharton,1878,11,20,W. W.
2,19,West,SPANISH CAMP,1,Wharton,1879,11,17,Jon. H.
0,19,Browne,SPANISH CAMP,12,Wharton,1879,11,16,Lawrence D.
1,26,Shropshire,TAIT,2,Wharton,1892,15,24,Chas. T.
2,26,Delaney Jr.,TAIT,9,Wharton,1895,16,9,Wm. S.
-1,26,Delany Jr.,TAITON,2,Wharton,1896,16,25,Wm. S.
0,26,Griffin,TAITON,12,Wharton,1896,16,29,Lee H.
2,15,Petty,WATERVILLE,2,Wharton,1872,9,13,Phillemon H.
0,17,Phillips,WATERVILLE,1,Wharton,1875,10,20,Jack
0,19,Kemp,WATERVILLE,3,Wharton,1878,11,6,Clarence D.
0,19,McMaster,WATERVILLE,12,Wharton,1879,11,22,Chas.
3,23,Kemp,WATERVILLE,4,Wharton,1883,13,16,Clarence D.
0,23,McMaster,WATERVILLE,3,Wharton,1884,13,13,C. B.
0,14,Schultz,WHARTON,10,Wharton,1867,8,4,Henry E.
0,15,McLain,WHARTON,3,Wharton,1870,9,21,Adelbert D.
0,15,Massey,WHARTON,1,Wharton,1871,9,26,. Wm. F.
0,15,Lacy,WHARTON,11,Wharton,1872,9,13,Lafayette L.
0,15,Christie,WHARTON,10,Wharton,1873,10,10,Jas.
0,15,Ahldag,WHARTON,12,Wharton,1873,10,16,Fritz
0,17,Petty,WHARTON,2,Wharton,1875,10,15,Phillemon H.
0,21,Watts,WHARTON,8,Wharton,1881,12,17,Amanda M.
0,25,Nation,WHARTON,3,Wharton,1887,14,19,Oscar O.
0,21,Watts,WHARTON,8,Wharton,1881,12,17,Amanda M.
0,28,Bodenhamer,WHARTON,12,Wharton,1900,17,20,Christen S.
1,19,Williams,AFFIE,10,Wheeler,1879,11,13,Benj.
1,26,Chilton,BLOOMINGTON,2,Wheeler,1888,14,25,Thos.
1,29,Exum,EXUM,4,Wheeler,1902,19,30,Frank
1,19,Lee,FORT ELLIOTT,1,Wheeler,1878,11,16,Wm. M. D.
1,27,Frye,FRYE,9,Wheeler,1897,17,15,Mrs. Lula J.
0,28,Rathjen,FRYE,7,Wheeler,1898,17,2,Sophie
1,19,Montgomery,MOBEETIE,9,Wheeler,1879,11,4,Geo. A.
0,25,Smith,MOBEETIE,12,Wheeler,1885,14,3,Geo. M.
0,26,Long,MOBEETIE,11,Wheeler,1889,15,23,John J.
0,26,Montgomery,MOBEETIE,2,Wheeler,1892,15,6,Andrew J.
0,28,Jones,MOBEETIE,5,Wheeler,1899,17,19,John C.
0,28,Hazeltine,MOBEETIE,5,Wheeler,1901,18,14,Geo. C.
1,26,Nickel,SHAMROCK [1],10,Wheeler,1890,15,6,Geo. W.
2,28,Jones,SHAMROCK [1],5,Wheeler,1900,17,11,Mary R.
1,26,Benton,ALLENDALE,3,Wichita,1892,15,10,John B.
0,26,Morton,ALLENDALE,11,Wichita,1892,15,28,John M.
0,26,Starkey,ALLENDALE,6,Wichita,1893,16,27,Wm.
1,19,Williams,AVON,8,Wichita,1879,11,26,Moses M.
1,26,Myers,BEAVER,8,Wichita,1889,15,14,Coren L.
0,26,Walkup,BEAVER,5,Wichita,1890,15,3,John W.
1,26,West,BISMARK,11,Wichita,1892,15,4,Jas. M.
0,26,Parker,BISMARK,9,Wichita,1893,16,4,Jas. H.
0,26,Miller,BISMARK,10,Wichita,1894,16,19,Thos. M.
0,26,Lacy,BISMARK,10,Wichita,1895,16,15,Jas. A.
1,25,Still,CLARA,6,Wichita,1886,14,3,Wm.
0,26,Elam,CLARA,9,Wichita,1889,15,5,Stephen A.
2,26,Caldwell,CLARA,6,Wichita,1892,15,13,Walter B.
1,26,Day,DAY,2,Wichita,1890,15,13,Arthur B.
0,26,Day,DAY,6,Wichita,1890,15,19,Wm. C.
0,26,Herod,DAY,2,Wichita,1892,15,17,Jasper P.
0,26,Waggoner,ELECTRA,6,Wichita,1893,16,13,Wm. T.
2,29,Walkup,ELECTRA,5,Wichita,1902,19,1,John W.
1,26,Snow,FULLER,4,Wichita,1893,16,26,Jas. Y.
1,22,Hardin,GILBERT,9,Wichita,1882,13,6,John G.
