"","Last","First","Office","County","Year","Month","Day","CleanedFirst","Gender","RefineGender"
"16869","Barnett","Lucy","O'BRIEN","Haskell",1929,"1","18","Lucy","female","female"
"16870","Walsworth","Cyrus M.","O'BRIEN","Haskell",1929,"6","12","Cyrus","male","male"
"16871","Hall","Sarah","PINKERTON","Haskell",1901,"2","14","Sarah","female","female"
"16872","Williams","Jas. W.","PINKERTON","Haskell",1901,"10","19","Jas",NA,"male"
"16873","Ragan","Jas. B.","PINKERTON","Haskell",1904,"2","18","Jas",NA,"male"
"16874","Norton","Wm. L.","PINKERTON","Haskell",1906,"1","6","Wm",NA,"male"
"16875","Harcrow","Henry G.","ROCHESTER","Haskell",1914,"12","16","Henry","male","male"
"16876","Mansell","Chauncey H.","ROCHESTER","Haskell",1917,"9","1","Chauncey","male","male"
"16877","Hardin","Bratton","ROCHESTER","Haskell",1918,"4","6","Bratton","male","male"
"16878","Jackson","Reubin H.","ROCHESTER","Haskell",1920,"1","30","Reubin","male","male"
"16879","Reising","Jos. M.","ROCHESTER","Haskell",1920,"7","17","Jos","male","male"
"16880","Cooper","John H.","ROCHESTER","Haskell",1923,"9","14","John","male","male"
"16881","Greenwade","Lena","ROCHESTER","Haskell",1924,"4","10","Lena","female","female"
"16882","Greenwade","Denison P.","ROCHESTER","Haskell",1925,"2","25","Denison","male","male"
"16883","Baker","Angie A.","RULE","Haskell",1903,"5","2","Angie","female","female"
"16884","Pinkerton","John F.","RULE","Haskell",1904,"2","18","John","male","male"
"16885","Penick","Robt. H.","RULE","Haskell",1906,"3","2","Robt","male","male"
"16886","Lindsey","Jas. E.","RULE","Haskell",1906,"12","7","Jas",NA,"male"
"16887","McCleskey","R. K.","RULE","Haskell",1913,"6","5","R","male","male"
"16888","Penick","Willie E.","RULE","Haskell",1921,"8","1","Willie","male","male"
"16889","Posey","Herbert","SAGERTON","Haskell",1903,"10","31","Herbert","male","male"
"16890","Littlefield","Wm. H.","SAGERTON","Haskell",1908,"3","24","Wm",NA,"male"
"16891","Martin","John R.","SAGERTON","Haskell",1914,"11","2","John","male","male"
"16892","Hawkins","Irene","SAGERTON","Haskell",1919,"12","18","Irene","female","female"
"16893","Perry","John M.","TACITUS","Haskell",1890,"4","14","John","male","male"
"16894","Davis","Alfred R.","TACITUS","Haskell",1891,"9","15","Alfred","male","male"
"16895","Clough","Geo. J.","VONTRESS","Haskell",1906,"3","13","Geo","male","male"
"16896","Weaver","Tilda","VONTRESS","Haskell",1909,"9","4","Tilda","female","female"
"16897","Weaver","Sarah M.","VONTRESS","Haskell",1915,"2","17","Sarah","female","female"
"16898","Webb","Wm. M.","WEINERT","Haskell",1906,"12","28","Wm",NA,"male"
"16899","Rickelman","Herman J.","WEINERT","Haskell",1907,"1","25","Herman","male","male"
"16900","Siddens","Pearl B.","WEINERT","Haskell",1920,"12","29","Pearl","female","female"
"16901","Monke","Pearl B.","WEINERT","Haskell",1923,"1","6","Pearl","female","female"
"16902","Breeding","Lucretia A.","BEST","Hays",1899,"10","7","Lucretia","female","female"
"16903","Shuptrine","Barbara A.","BEST","Hays",1900,"12","18","Barbara","female","female"
"16904","Carrington","Leonidas D.","BUDA","Hays",1887,"8","25","Leonidas","male","male"
"16905","Trigg","Mary A.","BUDA","Hays",1889,"11","23","Mary","female","female"
"16906","Harrison","Nannie H.","BUDA","Hays",1894,"1","2","Nannie","female","female"
"16907","McElroy","Thos. E.","BUDA","Hays",1898,"1","12","Thos",NA,"male"
"16908","McElroy","Mrs. Ada L.","BUDA","Hays",1898,"6","1","Ada","female","female"
"16909","McElroy","Will A.","BUDA","Hays",0,"0","10? Mar 1904","Will",NA,"male"
"16910","Hessler","Benj. A.","BUDA","Hays",1907,"5","11","Benj","male","male"
"16911","McElroy","Will A.","BUDA","Hays",1910,"6","3","Will","male","male"
"16912","Puckett","W. W.","BUDA","Hays",1915,"2","19","W","male","male"
"16913","Wilson Jr.","David M.","BUDA","Hays",1916,"6","15","David","male","male"
"16914","Puckett","W. W.","BUDA","Hays",1916,"8","26","W","male","male"
"16915","Wayland","G. Carroll W.","BUDA","Hays",1921,"11","18","G","male","male"
"16916","Cox","Mrs. Leo Wayland","BUDA","Hays",1922,"2","20","Leo","male","female"
"16917","Heaton","Albert","CANNONVILLE","Hays",1857,"8","28","Albert","male","male"
"16918","Johnson","Thos.","CAPT'S MILLS","Hays",1859,"11","10","Thos",NA,"male"
"16919","Johnston","Thos.","CAPT'S MILLS","Hays",1862,"2","8","Thos",NA,"male"
"16920","Laughlin","Thos. J.","CEDAR VALLEY","Hays",1875,"4","5","Thos",NA,"male"
"16921","Martin","Thos.","DRIFTWOOD","Hays",1886,"1","6","Thos",NA,"male"
"16922","Puryear","John M.","DRIFTWOOD","Hays",1901,"10","25","John","male","male"
"16923","Odom","Albert G.","DRIFTWOOD","Hays",1905,"10","9","Albert","male","male"
"16924","Martin","Thos. N.","DRIFTWOOD","Hays",1907,"4","17","Thos",NA,"male"
"16925","Dement","Nannie A.","DRIFTWOOD","Hays",1909,"7","20","Nannie","female","female"
"16926","Jacks","Nannie D.","DRIFTWOOD","Hays",1912,"10","15","Nannie","female","female"
"16927","Dodson","Harden T.","DRIFTWOOD","Hays",1926,"6","21","Harden","male","male"
"16928","Moss","John","DRIPPING SPRINGS","Hays",1857,"6","5","John","male","male"
"16929","Caperton","Thos. S.","DRIPPING SPRINGS","Hays",1857,"9","12","Thos",NA,"male"
"16930","Blanton","Ransom G.","DRIPPING SPRINGS","Hays",1858,"10","4","Ransom","male","male"
"16931","Wallace","John S.","DRIPPING SPRINGS","Hays",1862,"2","8","John","male","male"
"16932","Pursley","Wm.","DRIPPING SPRINGS","Hays",1867,"2","4","Wm",NA,"male"
"16933","Marshall","Burrell J.","DRIPPING SPRINGS","Hays",1871,"7","10","Burrell","male","male"
"16934","Roberts","Jacob F.","DRIPPING SPRINGS","Hays",1872,"4","1","Jacob","male","male"
"16935","Chapman","Wm. T.","DRIPPING SPRINGS","Hays",1872,"10","29","Wm",NA,"male"
"16936","Jones","David G.","DRIPPING SPRINGS","Hays",1893,"11","4","David","male","male"
"16937","Howard","Morgan H.","DRIPPING SPRINGS","Hays",1897,"10","18","Morgan","male","male"
"16938","Chapman","Mercer E.","DRIPPING SPRINGS","Hays",1906,"2","27","Mercer","male","male"
"16939","Seal","Chas.","DRIPPING SPRINGS","Hays",1919,"3","20","Chas",NA,"male"
"16940","Chandler","Jas. A.","DUPREE","Hays",1881,"3","21","Jas",NA,"male"
"16941","Carrington","Leonidas D.","DUPREE","Hays",1884,"9","8","Leonidas","male","male"
"16942","Schmidt","Julius H.","DUPREE","Hays",1886,"2","18","Julius","male","male"
"16943","Carrington","Leonidas D.","DUPREE","Hays",1886,"3","17","Leonidas","male","male"
"16944","Day","Lola","FITZHUGH","Hays",1902,"2","10","Lola","female","female"
"16945","Hughes","David","FITZHUGH","Hays",1902,"4","7","David","male","male"
"16946","Roach","Absolom W.","FITZHUGH","Hays",1903,"2","19","Absolom","male","male"
"16947","Goforth","Jas. T.","GOFORTH","Hays",1890,"5","16","Jas",NA,"male"
"16948","Butterworth","John M.","GOFORTH","Hays",1894,"2","13","John","male","male"
"16949","Allen","John W.","GOFORTH","Hays",1897,"10","11","John","male","male"
"16950","Patton","Glasscock D.","GOFORTH","Hays",1899,"2","24","Glasscock",NA,"male"
"16951","Sledge","Linden W.","GOFORTH","Hays",1900,"6","15","Linden","male","male"
"16952","Goforth","Jas. T.","GOFORTH","Hays",1900,"12","8","Jas",NA,"male"
"16953","Bell","Mary L.","GOOD","Hays",1897,"10","28","Mary","female","female"
"16954","Breedlove","Thos. A.","GOOD","Hays",1904,"11","12","Thos",NA,"male"
"16955","Reed","Martin L.","HENLY","Hays",1881,"6","27","Martin","male","male"
"16956","McCarty","Wm. A.","HENLY","Hays",1883,"10","19","Wm",NA,"male"
"16957","Reed","Martin L.","HENLY","Hays",1886,"8","28","Martin","male","male"
"16958","Oldham","Overton H.","HENLY","Hays",1913,"3","28","Overton","male","male"
"16959","Ross","John M.","HENLY","Hays",1921,"12","6","John","male","male"
"16960","Allen","Mattie A.","HUACA","Hays",1894,"9","5","Mattie","female","female"
"16961","Fox","Eliz.","HUGO","Hays",1896,"11","18","Eliz",NA,"male"
"16962","Payne","Albert McG.","HUGO","Hays",1897,"11","20","Albert","male","male"
"16963","Happle","Robt. W.","HUGO","Hays",1898,"3","15","Robt","male","male"
"16964","Owen","Sarah M.","HUGO","Hays",1900,"9","13","Sarah","female","female"
"16965","Sheppard","Varner","HUGO","Hays",1908,"8","10","Varner","male","male"
"16966","Johnson","Wm. A.","JOHNSON'S STATION","Hays",1870,"5","5","Wm",NA,"male"
"16967","Johnson","Miss Emma C.","JOHNSON'S STATION","Hays",1871,"2","28","Emma","female","female"
"16968","Schlemmer","Nicholas C.","KYLE","Hays",1880,"1","5","Nicholas","male","male"
"16969","Roach","Wm. E.","KYLE","Hays",1881,"1","25","Wm",NA,"male"
"16970","Martin","C. W.","KYLE","Hays",1882,"9","18","C","male","male"
"16971","Banner","Elisha E.","KYLE","Hays",1882,"12","20","Elisha","male","male"
"16972","Schlemmer","Nicholas C.","KYLE","Hays",1884,"12","1","Nicholas","male","male"
"16973","Ott","David A.","KYLE","Hays",1884,"1","26","David","male","male"
"16974","Keylich","Max G.","KYLE","Hays",1886,"10","25","Max","male","male"
"16975","Sloan","Mrs. Mary","KYLE","Hays",1890,"1","20","Mary","female","female"
"16976","Sloan","Wilber B.","KYLE","Hays",1893,"8","16","Wilber","male","male"
"16977","Schlemmer","Nicholas C.","KYLE","Hays",1897,"7","28","Nicholas","male","male"
"16978","Hartson","Mary K.","KYLE","Hays",1902,"6","6","Mary","female","female"
"16979","Wallace","Helen C.","KYLE","Hays",1923,"8","3","Helen","female","female"
"16980","Duncan","John M.","MANCHAC","Hays",1854,"3","16","John","male","male"
"16981","Breedlove","Ira M.","MANCHAC","Hays",1856,"10","9","Ira","male","male"
"16982","Zunton","Jas. M.","MANCHAC","Hays",1858,"8","27","Jas",NA,"male"
"16983","Haupt","Wm. Walton","MANCHAC","Hays",1860,"9","18","Wm",NA,"male"
"16984","Crow","John W.","MILLSEAT","Hays",1886,"9","6","John","male","male"
"16985","Haupt","Wm. Walton","MOUNTAIN CITY","Hays",1860,"10","24","Wm",NA,"male"
"16986","Haupt","Wm. Walton","MOUNTAIN CITY","Hays",1861,"7","12","Wm",NA,"male"
"16987","Miller","L. K.","MOUNTAIN CITY","Hays",1866,"6","6","L","male","male"
"16988","Crosthwait","Asa B.","MOUNTAIN CITY","Hays",1867,"8","23","Asa","male","male"
"16989","Young","Alpha R.","MOUNTAIN CITY","Hays",1869,"11","19","Alpha","female","female"
"16990","Haupt","Wm. Walton","MOUNTAIN CITY","Hays",1874,"8","24","Wm",NA,"male"
"16991","Schmidt","Julius H.","MOUNTAIN CITY","Hays",1876,"6","30","Julius","male","male"
"16992","Young","David A.","MOUNTAIN CITY","Hays",1876,"11","1","David","male","male"
"16993","Schmidt","Julius H.","MOUNTAIN CITY","Hays",1881,"1","5","Julius","male","male"
"16994","Sermon","Bryant","MOUNT GAYNOR","Hays",1872,"7","1","Bryant","male","male"
"16995","McKellar","Lanchlin","MOUNT GAYNOR","Hays",1877,"5","7","Lanchlin","male","male"
"16996","Ross","John M.","MOUNT SHARP","Hays",1905,"1","26","John","male","male"
"16997","Sites","Lelia","MOUNT SHARP","Hays",1918,"2","2","Lelia","female","female"
"16998","Calhoun","Dollie Mae","MOUNT SHARP","Hays",1918,"10","26","Dollie","female","female"
"16999","Bell","Thos. G.","MOUNT SHARP","Hays",1919,"9","10","Thos",NA,"male"
"17000","Pursley","Nina E.","MOUNT SHARP","Hays",1930,"3","15","Nina","female","female"
"17001","Beryman","Swen M.","NEW HOME","Hays",1888,"6","30","Swen","male","male"
"17002","Buaas","Hugo A.","NIEDERWALD","Hays",1902,"4","5","Hugo","male","male"
"17003","Cg'd to DUPREE","and into Hays County","ONION CREEK","Hays",1881,"3","21","and","male","male"
"17004","Williamson","Mattie A.","ORAL","Hays",1903,"6","2","Mattie","female","female"
"17005","Owen","Oscar O.","PURGATORY SPRINGS","Hays",1890,"6","30","Oscar","male","male"
"17006","Burnett","Thos. M.","ROUND MOUNTAIN","Hays",1857,"6","29","Thos",NA,"male"
"17007","Bird","Jos.","ROUND MOUNTAIN","Hays",1859,"1","28","Jos","male","male"
"17008","Bird","Jas.","ROUND MOUNTAIN","Hays",1861,"8","5","Jas",NA,"male"
"17009","Owen","John S.","SAN MARCOS","Hays",1853,"9","9","John","male","male"
"17010","Erhard","Cayton","SAN MARCOS","Hays",1858,"9","30","Cayton",NA,"male"
"17011","Erhard","C.","SAN MARCOS","Hays",1861,"7","12","C","male","male"
"17012","Brandenburgh","John W.","SAN MARCOS","Hays",1865,"11","20","John","male","male"
"17013","Driskill","Orlando J.","SAN MARCOS","Hays",1866,"6","11","Orlando","male","male"
"17014","Donalson","Geo. W.","SAN MARCOS","Hays",1867,"2","15","Geo","male","male"
"17015","Moore","Enoch","SAN MARCOS","Hays",1868,"6","3","Enoch","male","male"
"17016","Webb","Holland R.","SAN MARCOS","Hays",1868,"10","27","Holland","female","female"
"17017","Pototsky","Emil","SAN MARCOS","Hays",1869,"4","13","Emil","male","male"
"17018","Von Stein","Alfred","SAN MARCOS","Hays",1870,"1","4","Alfred","male","male"
"17019","Heaton","Albert","SAN MARCOS","Hays",1880,"11","22","Albert","male","male"
"17020","Heaton","Alfred","SAN MARCOS","Hays",1882,"3","29","Alfred","male","male"
"17021","McMeans","Henry A.","SAN MARCOS","Hays",1886,"4","6","Henry","male","male"
"17022","Cape","John M.","SAN MARCOS","Hays",1890,"4","16","John","male","male"
"17023","McGehee","J. H.","SAN MARCOS","Hays",1894,"4","24","J","male","male"
"17024","Ford","Owen","SAN MARCOS","Hays",1898,"8","8","Owen","male","male"
"17025","Cape","John M.","SAN MARCOS","Hays",1907,"2","13","John","male","male"
"17026","Jackman","Wm. T.","SAN MARCOS","Hays",1914,"8","25","Wm",NA,"male"
"17027","Cape","John M.","SAN MARCOS","Hays",1923,"8","1","John","male","male"
"17028","Brown","Wm. R.","SCIENCE HALL","Hays",1890,"3","26","Wm",NA,"male"
"17029","Dailey","Thos. P.","STRINGTOWN","Hays",1872,"5","2","Thos",NA,"male"
"17030","Dailey","David W.","STRINGTOWN","Hays",1873,"5","21","David","male","male"
"17031","Westbrook","Stephen W.","WESTBROOK","Hays",1857,"6","5","Stephen","male","male"
"17032","Moore","Robt. A.","WIMBERLEY","Hays",1880,"2","10","Robt","male","male"
"17033","Davis","Chas. A.","WIMBERLEY","Hays",1883,"2","26","Chas",NA,"male"
"17034","Laney","Elbert P.","WIMBERLEY","Hays",1884,"3","11","Elbert","male","male"
"17035","Floyd","Sarah J.","WIMBERLEY","Hays",1888,"6","12","Sarah","female","female"
"17036","Saunders","John H.","WIMBERLEY","Hays",1890,"10","7","John","male","male"
"17037","Black","Wm. W.","WIMBERLEY","Hays",1898,"4","14","Wm",NA,"male"
"17038","Saunders","John H.","WIMBERLEY","Hays",1890,"10","7","John","male","male"
"17039","Morrison","Jas. W.","WIMBERLEY","Hays",1892,"11","17","Jas",NA,"male"
"17040","Saunders","Miss Callie F.","WIMBERLEY","Hays",1899,"12","6","Callie","female","female"
"17041","Saunders","John H.","WIMBERLEY","Hays",1902,"4","9","John","male","male"
"17042","Oldham","Ney","WIMBERLEY","Hays",1907,"12","23","Ney","male","male"
"17043","Higgs","John A.","WIMBERLEY","Hays",1917,"10","20","John","male","male"
"17044","Bell","Thos. G.","YELL","Hays",1890,"2","14","Thos",NA,"male"
"17045","Weaver","Jennie","YELL","Hays",1897,"1","2","Jennie","female","female"
"17046","Garrett","Thos. J.","YELL","Hays",1898,"4","21","Thos",NA,"male"
"17047","Springer","A. G.","BOGGY STATION","Hemphill",1878,"10","9","A","male","male"
"17048","Locke","Matthew A.","CANADIAN","Hemphill",1887,"8","3","Matthew","male","male"
"17049","Ford Jr.","Geo.","CANADIAN","Hemphill",1889,"10","18","Geo","male","male"
"17050","Arrington","John S.","CANADIAN","Hemphill",1893,"8","8","John","male","male"
"17051","Polly","Ephraim E.","CANADIAN","Hemphill",1897,"7","10","Ephraim","male","male"
"17052","Rathjon","Wm. D.","CANADIAN","Hemphill",1900,"10","24","Wm",NA,"male"
"17053","Jackson","John W. A.","CANADIAN","Hemphill",1915,"3","23","John","male","male"
"17054","Teague","Walter C.","CANADIAN","Hemphill",1924,"4","3","Walter","male","male"
"17055","Stone","Robt. H.","CANADIAN","Hemphill",1925,"5","31","Robt","male","male"
"17056","Howard","Zora M.","CANN","Hemphill",1929,"4","12","Zora","female","female"
"17057","Smith","Jos.J.","CATALINE","Hemphill",1887,"2","3","JosJ.",NA,"male"
"17058","Donaldson","Wm. A.","CATALINE","Hemphill",1890,"5","2","Wm",NA,"male"
"17059","Alexander","Mary J.","CATALINE","Hemphill",1893,"9","4","Mary","female","female"
"17060","Alexander","Robt. T.","CATALINE","Hemphill",1899,"8","29","Robt","male","male"
"17061","Donaldson","Wm. A.","CATALINE","Hemphill",1900,"7","12","Wm",NA,"male"
"17062","Riley","Annie","CATALINE","Hemphill",1902,"4","19","Annie","female","female"
"17063","Palmer","Lewis S.","CATALINE","Hemphill",1911,"1","4","Lewis","male","male"
"17064","Hennington","Alonzo Q.","GAGEBY","Hemphill",1910,"2","3","Alonzo","male","male"
"17065","Morton","Malissa McC.","GAGEBY","Hemphill",1912,"9","6","Malissa","female","female"
"17066","Haralson","Thos. E.","GAGEBY","Hemphill",1914,"7","1","Thos",NA,"male"
"17067","Van Sickle","Jos. W.","GAGEBY","Hemphill",1916,"8","26","Jos","male","male"
"17068","Igo","Suda G.","GAGEBY","Hemphill",1918,"1","31","Suda","female","female"
"17069","McBride","Isaac N.","GAGEBY","Hemphill",1922,"3","29","Isaac","male","male"
"17070","Gaylor","Arthur C.","GAGEBY","Hemphill",1923,"6","11","Arthur","male","male"
"17071","Morehead","Gilbert G.","GAGEBY","Hemphill",1929,"7","15","Gilbert","male","male"
"17072","Morehead","Thelma A.","GAGEBY","Hemphill",1930,"3","3","Thelma","female","female"
"17073","Rhea","Robt. K.","GEM","Hemphill",1909,"6","19","Robt","male","male"
"17074","Lindley","Fessie L.","GEM","Hemphill",1911,"1","16","Fessie","female","female"
"17075","White","Thos. J. A.","GEM","Hemphill",1913,"3","29","Thos",NA,"male"
"17076","Lindley","Jesse B.","GEM","Hemphill",1917,"11","27","Jesse","male","male"
"17077","Reed","Vesta M.","GEM","Hemphill",1919,"1","31","Vesta","female","female"
"17078","Buckner","Vesta Mae","GEM","Hemphill",1920,"6","10","Vesta","female","female"
"17079","Briggs","Mabel G.","GEM","Hemphill",1922,"5","18","Mabel","female","female"
"17080","Moore","Georgia A.","GEM","Hemphill",1924,"1","24","Georgia","female","female"
"17081","Shoaf","Earnest S.","GEM","Hemphill",1928,"2","6","Earnest","male","male"
"17082","Taylor","Mrs. Orlena A.","GEM","Hemphill",1928,"10","16","Orlena","female","female"
"17083","Pyeatt","Clarence D.","GEM","Hemphill",1930,"3","20","Clarence","male","male"
"17084","Patton","John F.","GLAZIER","Hemphill",1906,"2","9","John","male","male"
"17085","Mosley","Geo.","GLAZIER","Hemphill",1907,"3","7","Geo","male","male"
"17086","Bates","Paul P.","GLAZIER","Hemphill",1908,"5","8","Paul","male","male"
"17087","Weaver","Jas. A.","GLAZIER","Hemphill",1920,"6","4","Jas",NA,"male"
"17088","Weaver","Mrs. Zella N.","GLAZIER","Hemphill",1924,"3","22","Zella","female","female"
"17089","Davis","Alice","GLAZIER","Hemphill",1926,"3","15","Alice","female","female"
"17090","Bryant","Elijah","GRANGERVILLE","Hemphill",1895,"12","3","Elijah","male","male"
"17091","Discontinued 15 Jun 1899; mail/papers","","","",NA,"","","",NA,"male"
"17092","      to Antelope","Day Co.","GRANGERVILLE","Hemphill",0,"0","Okla.","Day",NA,"male"
"17093","Smith","John H.","HOPKINS","Hemphill",1908,"4","20","John","male","male"
"17094","Owens","Wm. W.","MENDOTA","Hemphill",1908,"2","29","Wm",NA,"male"
"17095","Mysing","Louis F.","MENDOTA","Hemphill",1911,"6","8","Louis","male","male"
