Post Office,County1,County2,County3,State,Region,Subregion,Established,Discontinued,Stamp Rarity Factor,Continuous,GNIS_Match,Score,GNIS_ID,GNIS_Feature,GNIS_Type,GNIS_County,GNIS_State,Latitude,Longitude,Coordinates
FLEMING,Comanche,,,TX,Midwest,South Midwest,1880,1913,4,Y,TRUE,100,1378302,Fleming,Populated Place,Comanche,TX,31.8132053,-98.472543,Y
FLETCHER,Milam,,,TX,Midwest,South Midwest,1898,1904,4,Y,TRUE,100,1385212,Fletcher Cemetery,Cemetery,McLennan,TX,31.4312812,-97.1044438,Y
FLETCHER,Hardin,,,TX,Midwest,South Midwest,1914,1926,3,Y,TRUE,100,1340738,Fletcher,Populated Place,Hardin,TX,30.2657655,-94.1996286,Y
FLINT,Smith,,,TX,Midwest,South Midwest,1887,,0,Y,TRUE,100,2731713,Flint Post Office,Post Office,Smith,TX,32.2045253,-95.3457525,Y
FLINT HILL,Medina,,,TX,Midwest,South Midwest,1873,1880,7,Y,FALSE,,,,,,,,,N
FLINTHAM'S TAN YARD,Red River,,,TX,Midwest,South Midwest,1855,1866,8,Y,FALSE,,,,,,,,,N
FLINTROCK,Travis,,,TX,Midwest,South Midwest,1875,1882,7,Y,FALSE,,,,,,,,,N
FLO,Leon,,,TX,Midwest,South Midwest,1891,1914,4,Y,TRUE,100,1379777,Flo,Populated Place,Leon,TX,31.4182329,-95.9130149,Y
FLOCO,Floyd,,,TX,Midwest,South Midwest,1915,1922,3,Y,FALSE,,,,,,,,,N
FLOMOT,Floyd,,,TX,Midwest,South Midwest,1902,1908,1,Y,FALSE,,,,,,,,,N
FLOMOT,Motley,,,TX,Midwest,South Midwest,1908,,0,Y,TRUE,100,1357489,Flomot,Populated Place,Motley,TX,34.2270137,-100.9890346,Y
FLORA,Smith,,,TX,Midwest,South Midwest,1849,1866,7,Y,FALSE,,,,,,,,,N
FLORA,Hopkins,,,TX,Midwest,South Midwest,1902,1905,6,Y,TRUE,100,1379778,Flora,Populated Place,Hopkins,TX,33.2545572,-95.4332837,Y
FLORAL,Real,,,TX,Midwest,South Midwest,1880,1883,8,Y,FALSE,,,,,,,,,N
FLORENCE,Williamson,,,TX,Midwest,South Midwest,1857,,0,Y,TRUE,100,2731310,Florence Post Office,Post Office,Williamson,TX,30.844184,-97.79492,Y
FLORESVILLE,Wilson,,,TX,Midwest,South Midwest,1872,,0,Y,TRUE,100,2732104,Floresville Post Office,Post Office,Wilson,TX,29.128588,-98.1432501,Y
FLOREY,Andrews,,,TX,Midwest,South Midwest,1909,1965,1,Y,TRUE,100,1378304,Florey,Populated Place,Andrews,TX,32.4528797,-102.5898904,Y
FLOUR BLUFF,Nueces,,,TX,Midwest,South Midwest,1909,1913,5,Y,TRUE,100,2007236,Flour Bluff High School,School,Nueces,TX,27.6448114,-97.2966208,Y
FLOURNOY'S,Nacogdoches,,,TX,Midwest,South Midwest,1843,1852,8,Y,FALSE,,,,,,,,,N
FLOWELLA,Brooks,,,TX,Midwest,South Midwest,1910,1923,3,Y,TRUE,100,1335980,Flowella,Populated Place,Brooks,TX,27.2164329,-98.0644475,Y
FLOWERDALE,Freestone,,,TX,Midwest,South Midwest,1856,1866,7,Y,FALSE,,,,,,,,,N
FLOX,Walker,,,TX,Midwest,South Midwest,1904,1914,4,Y,FALSE,,,,,,,,,N
FLOY,Jasper,,,TX,Midwest,South Midwest,1894,1895,7,Y,FALSE,,,,,,,,,N
FLOYD,Hunt,,,TX,Midwest,South Midwest,1887,1967,1,Y,TRUE,100,1378308,Floyd,Populated Place,Hunt,TX,33.148727,-96.244978,Y
FLOYDADA,Floyd,,,TX,Midwest,South Midwest,1890,,0,Y,TRUE,100,2732308,Floydada Post Office,Post Office,Floyd,TX,33.9859291,-101.3375029,Y
FLUVANNA,Scurry,,,TX,Midwest,South Midwest,1908,,0,Y,TRUE,100,2732168,Fluvanna Post Office,Post Office,Scurry,TX,32.8861604,-101.148076,Y
FLYGAP,Mason,,,TX,Midwest,South Midwest,1884,1898,6,Y,TRUE,83.33333333,1357512,Fly Gap School,School,Mason,TX,30.8182305,-99.0578287,Y
FLYNN,Cass,,,TX,Midwest,South Midwest,1900,1906,4,Y,FALSE,,,,,,,,,N
FLYNN,Leon,,,TX,Midwest,South Midwest,1909,,0,Y,TRUE,100,2731469,Flynn Post Office,Post Office,Leon,TX,31.147016,-96.124761,Y
FOARD CITY,Foard,,,TX,Midwest,South Midwest,1909,1955,1,Y,TRUE,100,1379780,Foard City,Populated Place,Foard,TX,33.8809185,-99.7998168,Y
FOCH,Scurry,,,TX,Midwest,South Midwest,1919,1920,5,Y,FALSE,,,,,,,,,N
FODICE,Houston,,,TX,Midwest,South Midwest,1902,1966,1,Y,TRUE,100,1381880,Fodice,Populated Place,Houston,TX,31.1729607,-95.3018845,Y
FOLGER,Palo Pinto,,,TX,Midwest,South Midwest,1911,1913,5,Y,FALSE,,,,,,,,,N
FOLLETT,Lipscomb,,,TX,Midwest,South Midwest,1918,,0,Y,TRUE,100,2731933,Follett Post Office,Post Office,Lipscomb,TX,36.4336066,-100.1420057,Y
FOLLIE,Motley,,,TX,Midwest,South Midwest,1922,1928,3,Y,FALSE,,,,,,,,,N
FONCINE,Collin,,,TX,Midwest,South Midwest,1895,1901,5,Y,FALSE,,,,,,,,,N
FONTANA,Harrison,,,TX,Midwest,South Midwest,1891,1892,7,Y,FALSE,,,,,,,,,N
FOOT,Collin,,,TX,Midwest,South Midwest,1901,1903,6,Y,TRUE,100,1336007,Foot,Locale,Collin,TX,33.2034501,-96.7155512,Y
FORD,Van Zandt,,,TX,Midwest,South Midwest,1888,1905,5,Y,FALSE,,,,,,,,,N
FORDTRAN,Victoria,,,TX,Midwest,South Midwest,1898,1949,1,Y,TRUE,100,1357550,Fordtran,Populated Place,Victoria,TX,29.0672007,-97.0085967,Y
FOREST,Cherokee,,,TX,Midwest,South Midwest,1879,1982,1,Y,TRUE,100,2034940,Forest,Populated Place,Cherokee,TX,31.5160121,-95.0118804,Y
FOREST HILL,Bell,,,TX,Midwest,South Midwest,1872,1880,7,Y,FALSE,,,,,,,,,N
FOREST HOME,Cass,,,TX,Midwest,South Midwest,1850,1883,7,Y,TRUE,100,1336026,Forest Home Cemetery,Cemetery,Cass,TX,33.2267947,-94.1729665,Y
FORESTBURG,Montague,,,TX,Midwest,South Midwest,1876,,0,Y,TRUE,100,2732166,Forestburg Post Office,Post Office,Montague,TX,33.5298885,-97.5574258,Y
FORESVILLE,Dewitt,,,TX,Midwest,South Midwest,1871,1876,8,Y,FALSE,,,,,,,,,N
FORK POINT,Panola,,,TX,Midwest,South Midwest,1859,1866,8,Y,FALSE,,,,,,,,,N
FORKS OF TRINITY,Rockwall,,,TX,Midwest,South Midwest,1848,1848,9,Y,FALSE,,,,,,,,,N
FORMAN'S,Llano,,,TX,Midwest,South Midwest,1883,1886,7,Y,FALSE,,,,,,,,,N
FORNEY,Kaufman,,,TX,Midwest,South Midwest,1873,,0,Y,TRUE,100,2428278,Forney Post Office,Post Office,Kaufman,TX,32.749115,-96.4694301,Y
FORRESTON,Ellis,,,TX,Midwest,South Midwest,1891,,0,Y,TRUE,100,2731399,Forreston Post Office,Post Office,Ellis,TX,32.257659,-96.866224,Y
FORSAN,Howard,,,TX,Midwest,South Midwest,1929,,0,Y,TRUE,100,2731745,Forsan Post Office,Post Office,Howard,TX,32.2513986,-101.476447,Y
FORT BELKNAP,Young,,,TX,Midwest,South Midwest,1856,1866,8,Y,FALSE,,,,,,,,,N
FORT BLISS,El Paso,,,TX,Midwest,South Midwest,1907,1916,3,Y,FALSE,,,,,,,,,N
FORT BOGGY,Leon,,,TX,Midwest,South Midwest,1843,1847,9,Y,FALSE,,,,,,,,,N
FORT CAMANCHE,Culberson,,,TX,Midwest,South Midwest,1859,1860,9,Y,FALSE,,,,,,,,,N
FORT CHADBOURNE,Runnels,,,TX,Midwest,South Midwest,1859,1886,5,Y,FALSE,,,,,,,,,N
FORT CHADBOURNE,Coke,,,TX,Midwest,South Midwest,1886,1942,2,Y,TRUE,100,1378311,Fort Chadbourne,Populated Place,Coke,TX,32.0006946,-100.2895397,Y
FORT CLARK,Kinney,,,TX,Midwest,South Midwest,1855,1873,7,Y,FALSE,,,,,,,,,N
FORT CONCHO,Tom Green,,,TX,Midwest,South Midwest,1868,1884,5,Y,TRUE,100,2008228,Fort Concho School,School,Tom Green,TX,31.4526615,-100.4298148,Y
FORT DAVIS,Jeff Davis,,,TX,Midwest,South Midwest,1855,,0,Y,TRUE,100,2731127,Fort Davis Post Office,Post Office,Jeff Davis,TX,30.594939,-103.886216,Y
FORT DUNCAN,Maverick,,,TX,Midwest,South Midwest,1851,1852,9,Y,TRUE,100,2032125,Fort Duncan,Locale,Maverick,TX,28.7071988,-100.4992436,Y
FORT ELLIOTT,Wheeler,,,TX,Midwest,South Midwest,1878,1880,8,Y,TRUE,91.66666667,1384142,Fort Elliot (historical),Military,Wheeler,TX,35.5177778,-100.4563889,Y
FORT EWELL,La Salle,,,TX,Midwest,South Midwest,1871,1886,6,Y,FALSE,,,,,,,,,N
FORT GRAHAM,Hill,,,TX,Midwest,South Midwest,1856,1903,5,Y,TRUE,100,1336052,Fort Graham Cemetery,Cemetery,Hill,TX,32.0126538,-97.4039042,Y
FORT GRIFFIN,Shackelford,,,TX,Midwest,South Midwest,1869,1943,2,Y,TRUE,100,1378312,Fort Griffin,Populated Place,Shackelford,TX,32.9320557,-99.2300771,Y
FORT HANCOCK,Hudspeth,,,TX,Midwest,South Midwest,1886,,0,Y,TRUE,100,2731723,Fort Hancock Post Office,Post Office,Hudspeth,TX,31.2900821,-105.8551199,Y
FORT HOUSTON,Anderson,,,TX,Midwest,South Midwest,1839,1847,9,Y,TRUE,100,1357591,Fort Houston Cemetery,Cemetery,Anderson,TX,31.8715553,-95.7038477,Y
FORT INGE,Uvalde,,,TX,Midwest,South Midwest,1853,1868,7,Y,TRUE,100,1379788,Fort Inge,Populated Place,Uvalde,TX,29.1777403,-99.7645006,Y
FORT LACEY,Cherokee,,,TX,Midwest,South Midwest,1851,1852,9,Y,FALSE,,,,,,,,,N
FORT LANCASTER,Crockett,,,TX,Midwest,South Midwest,1856,1861,8,Y,TRUE,100,1379789,Fort Lancaster,Populated Place,Crockett,TX,30.6668365,-101.6959558,Y
FORT MASON,Mason,,,TX,Midwest,South Midwest,1858,1858,9,Y,FALSE,,,,,,,,,N
FORT MCKAVETT,Menard,,,TX,Midwest,South Midwest,1854,,0,Y,TRUE,100,2731243,Fort McKavett Post Office,Post Office,Menard,TX,30.828923,-100.104875,Y
FORT QUITMAN,Hudspeth,,,TX,Midwest,South Midwest,1858,1937,2,Y,TRUE,100,1379791,Fort Quitman,Populated Place,Hudspeth,TX,31.0626316,-105.5838485,Y
FORT SAM HOUSTON,Bexar,,,TX,Midwest,South Midwest,1900,1916,2,Y,TRUE,100,2037051,Fort Sam Houston Post Office,Post Office,Bexar,TX,29.4497047,-98.4584127,Y
FORT SPUNKY,Hood,,,TX,Midwest,South Midwest,1886,1933,2,Y,TRUE,100,1378314,Fort Spunky,Populated Place,Hood,TX,32.32542,-97.645025,Y
FORT STOCKTON,Pecos,,,TX,Midwest,South Midwest,1879,,0,Y,TRUE,100,2731705,Fort Stockton Post Office,Post Office,Pecos,TX,30.8879795,-102.8784453,Y
FORT TERAN,Angelina,,,TX,Midwest,South Midwest,1856,1866,8,Y,FALSE,,,,,,,,,N
FORT WORTH,Tarrant,,,TX,Midwest,South Midwest,1856,,0,Y,TRUE,100,2032510,Fort Worth Post Office,Post Office,Tarrant,TX,32.7461827,-97.3295173,Y
FORUM,Hidalgo,,,TX,Midwest,South Midwest,1919,1919,6,Y,FALSE,,,,,,,,,N
FORWARD,Lamar,,,TX,Midwest,South Midwest,1904,1909,5,Y,FALSE,,,,,,,,,N
FOSSIL,Tarrant,,,TX,Midwest,South Midwest,1880,1884,8,Y,FALSE,,,,,,,,,N
FOSTER,Fort Bend,,,TX,Midwest,South Midwest,1882,1944,2,Y,TRUE,100,1378315,Foster,Populated Place,Fort Bend,TX,29.6505127,-95.8321738,Y
FOSTERVILLE,Anderson,,,TX,Midwest,South Midwest,1870,1905,5,Y,TRUE,100,1378317,Fosterville,Populated Place,Anderson,TX,32.010718,-95.614681,Y
FOSTORIA,Montgomery,,,TX,Midwest,South Midwest,1906,1959,1,Y,TRUE,100,1381210,Fostoria,Populated Place,Montgomery,TX,30.3263211,-95.1663233,Y
FOUR,Red River,,,TX,Midwest,South Midwest,1903,1904,6,Y,FALSE,,,,,,,,,N
FOUR MILE PRAIRIE,Van Zandt,,,TX,Midwest,South Midwest,1849,1866,7,Y,FALSE,,,,,,,,,N
FOUTS,Liberty,,,TX,Midwest,South Midwest,1909,1917,4,Y,TRUE,100,1379080,Fouts,Populated Place,Liberty,TX,30.1571577,-94.8854814,Y
FOWLER,Bosque,,,TX,Midwest,South Midwest,1880,1917,4,Y,FALSE,,,,,,,,,N
FOWLER'S STORE,Hopkins,,,TX,Midwest,South Midwest,1879,1883,7,Y,FALSE,,,,,,,,,N
FOWLERTON,La Salle,,,TX,Midwest,South Midwest,1911,,0,Y,TRUE,100,2732360,Fowlerton Post Office,Post Office,La Salle,TX,28.4649683,-98.8125746,Y
FOWLKES,Wichita,,,TX,Midwest,South Midwest,1911,1915,5,Y,TRUE,100,1379798,Fowlkes,Populated Place,Wichita,TX,33.993427,-98.83451,Y
FOX,Gonzales,,,TX,Midwest,South Midwest,1890,1892,6,Y,FALSE,,,,,,,,,N
FOX,Hunt,,,TX,Midwest,South Midwest,1893,1894,6,Y,FALSE,,,,,,,,,N
FOX,Liberty,,,TX,Midwest,South Midwest,1895,1896,6,Y,TRUE,100,1383224,Fox,Populated Place,Liberty,TX,30.3668744,-95.0321545,Y
FOX,Henderson,,,TX,Midwest,South Midwest,1900,1901,6,Y,FALSE,,,,,,,,,N
FOY,Collin,,,TX,Midwest,South Midwest,1882,1886,7,Y,FALSE,,,,,,,,,N
FRAIMVILLE,Burleson,,,TX,Midwest,South Midwest,1871,1874,8,Y,FALSE,,,,,,,,,N
FRANCES,Zavala,,,TX,Midwest,South Midwest,1912,1914,5,Y,FALSE,,,,,,,,,N
FRANCIS,Franklin,,,TX,Midwest,South Midwest,1901,1906,6,Y,FALSE,,,,,,,,,N
FRANCISCO,Medina,,,TX,Midwest,South Midwest,1878,1881,8,Y,FALSE,,,,,,,,,N
FRANCITAS,Jackson,,,TX,Midwest,South Midwest,1911,,0,Y,TRUE,100,2731244,Francitas Post Office,Post Office,Jackson,TX,28.859888,-96.339673,Y
FRANK,Fannin,,,TX,Midwest,South Midwest,1895,1905,5,Y,FALSE,,,,,,,,,N
FRANKEL CITY,Andrews,,,TX,Midwest,South Midwest,1856,1976,1,Y,TRUE,100,1378322,Frankel City,Populated Place,Andrews,TX,32.3842754,-102.7821191,Y
FRANKELL,Stephens,,,TX,Midwest,South Midwest,1920,1955,1,Y,TRUE,100,1378323,Frankell,Populated Place,Stephens,TX,32.624293,-98.7183947,Y
FRANKFORD,Collin,,,TX,Midwest,South Midwest,1880,1904,5,Y,TRUE,100,2004727,Frankford Middle School,School,Collin,TX,32.9987329,-96.7724998,Y
FRANKLIN,Robertson,,,TX,Midwest,South Midwest,1838,,0,Y,TRUE,100,2731553,Franklin Post Office,Post Office,Robertson,TX,31.027431,-96.485471,Y
FRANKSTON,Anderson,,,TX,Midwest,South Midwest,1902,,0,Y,TRUE,100,2731375,Frankston Post Office,Post Office,Anderson,TX,32.050229,-95.502626,Y
FRANKVILLE,Leon,,,TX,Midwest,South Midwest,1858,1866,8,Y,FALSE,,,,,,,,,N
FRAZER,Greer,,,TX,Midwest,South Midwest,1886,1886,8,Y,FALSE,,,,,,,,,N
FRAZER,Hopkins,,,TX,Midwest,South Midwest,1887,1889,7,Y,FALSE,,,,,,,,,N
FREAN,Lamar,,,TX,Midwest,South Midwest,1892,1892,8,Y,FALSE,,,,,,,,,N
FRED,Tyler,,,TX,Midwest,South Midwest,1881,,0,Y,TRUE,100,2731851,Fred Post Office,Post Office,Tyler,TX,30.5792591,-94.1756532,Y
FREDERICKSBURG,Gillespie,,,TX,Midwest,South Midwest,1848,,0,Y,TRUE,100,2731810,Fredericksburg Post Office,Post Office,Gillespie,TX,30.2861599,-98.8865786,Y
FREDONIA,Gregg,,,TX,Midwest,South Midwest,1849,1859,7,Y,TRUE,100,1378325,Fredonia,Populated Place,Gregg,TX,32.403762,-94.7960464,Y
FREDONIA,Mason,,,TX,Midwest,South Midwest,1880,,0,Y,TRUE,100,2731732,Fredonia Post Office,Post Office,Mason,TX,30.9318685,-99.1126706,Y
FREE,Terrell,,,TX,Midwest,South Midwest,1900,1921,3,Y,FALSE,,,,,,,,,N
FREEDOM,Harrison,,,TX,Midwest,South Midwest,1855,1862,8,Y,FALSE,,,,,,,,,N
FREELAND,Johnson,,,TX,Midwest,South Midwest,1880,1911,4,Y,TRUE,100,1378326,Freeland,Populated Place,Johnson,TX,32.1970912,-97.5664106,Y
FREEMAN,Panola,,,TX,Midwest,South Midwest,1888,1892,7,Y,FALSE,,,,,,,,,N
FREEMOUND,Cooke,,,TX,Midwest,South Midwest,1894,1907,5,Y,TRUE,100,1379800,Freemound,Populated Place,Cooke,TX,33.5606639,-97.476413,Y
FREEPORT,Brazoria,,,TX,Midwest,South Midwest,1898,1898,6,Y,TRUE,100,2731530,Freeport Post Office,Post Office,Brazoria,TX,28.969488,-95.367974,Y
FREEPORT,Hale,,,TX,Midwest,South Midwest,1909,1910,6,Y,FALSE,,,,,,,,,N
FREEPORT,Brazoria,,,TX,Midwest,South Midwest,1912,,0,Y,TRUE,100,2731530,Freeport Post Office,Post Office,Brazoria,TX,28.969488,-95.367974,Y
FREER,Duval,,,TX,Midwest,South Midwest,1927,,0,Y,TRUE,100,2731336,Freer Post Office,Post Office,Duval,TX,27.880133,-98.615455,Y
FREESTONE,Freestone,,,TX,Midwest,South Midwest,1906,1975,1,Y,TRUE,100,1380855,Freestone,Populated Place,Freestone,TX,31.5423947,-96.2480265,Y
FRELSBURG,Colorado,,,TX,Midwest,South Midwest,1847,1908,5,Y,TRUE,100,1336190,Frelsburg,Populated Place,Colorado,TX,29.8710611,-96.5466383,Y
FREMONT,Parker,,,TX,Midwest,South Midwest,1886,1890,7,Y,FALSE,,,,,,,,,N
FRENCH,Navarro,,,TX,Midwest,South Midwest,1888,1888,7,Y,FALSE,,,,,,,,,N
FRENCH,Madison,,,TX,Midwest,South Midwest,1899,1905,5,Y,FALSE,,,,,,,,,N
FRENSTAT,Burleson,,,TX,Midwest,South Midwest,1891,1908,5,Y,TRUE,100,1379801,Frenstat,Populated Place,Burleson,TX,30.3974309,-96.6533068,Y
FRESNITO,Maverick,,,TX,Midwest,South Midwest,1880,1880,9,Y,FALSE,,,,,,,,,N
FRESNO,Collingsworth,,,TX,Midwest,South Midwest,1889,1893,6,Y,TRUE,100,2035013,Fresno,Populated Place,Collingsworth,TX,34.776168,-100.1526119,Y
FRESNO,Fort Bend,,,TX,Midwest,South Midwest,1910,,0,Y,TRUE,100,2731115,Fresno Post Office,Post Office,Fort Bend,TX,29.518379,-95.479182,Y
FREYBURG,Fayette,,,TX,Midwest,South Midwest,1889,1907,5,Y,TRUE,100,1378328,Freyburg,Populated Place,Fayette,TX,29.7577308,-96.9666496,Y
FRIDAY,Trinity,,,TX,Midwest,South Midwest,1903,1955,1,Y,TRUE,100,2034915,Friday,Populated Place,Trinity,TX,31.108517,-95.2629942,Y
FRIEDEN,Washington,,,TX,Midwest,South Midwest,1895,1897,7,Y,TRUE,100,1336215,Frieden Cemetery,Cemetery,Washington,TX,30.2699345,-96.4716344,Y
FRIENDSHIP,Harrison,,,TX,Midwest,South Midwest,1851,1905,5,Y,TRUE,100,2585687,Friendship (historical),Populated Place,Harrison,TX,32.57927,-94.600501,Y
FRIENDSWOOD,Galveston,,,TX,Midwest,South Midwest,1899,,0,Y,TRUE,100,2731317,Friendswood Post Office,Post Office,Galveston,TX,29.531554,-95.20145,Y
FRIER,Guadalupe,,,TX,Midwest,South Midwest,1850,1852,8,Y,FALSE,,,,,,,,,N
FRIJOLE,Culberson,,,TX,Midwest,South Midwest,1916,1942,2,Y,TRUE,100,2034634,Frijole (historical),Populated Place,Culberson,TX,31.9053941,-104.7830028,Y
FRIO,Mcmullen,,,TX,Midwest,South Midwest,1859,1860,9,Y,FALSE,,,,,,,,,N
FRIO TOWN,Frio,,,TX,Midwest,South Midwest,1872,1940,2,Y,TRUE,100,1379809,Frio Town,Populated Place,Frio,TX,29.0194114,-99.3028176,Y
FRIO WATER HOLE,Real,,,TX,Midwest,South Midwest,1879,1888,6,Y,FALSE,,,,,,,,,N
FRIONA,Parmer,,,TX,Midwest,South Midwest,1907,,0,Y,TRUE,100,2731941,Friona Post Office,Post Office,Parmer,TX,34.641207,-102.7181838,Y
FRISCO,Collin,,,TX,Midwest,South Midwest,1902,,0,Y,TRUE,100,2731225,Frisco Post Office,Post Office,Collin,TX,33.139706,-96.807284,Y
FRITCH,Hutchinson,,,TX,Midwest,South Midwest,1928,,0,Y,TRUE,100,2731720,Fritch Post Office,Post Office,Hutchinson,TX,35.6388282,-101.6064357,Y
FROGMORE,Kimble,,,TX,Midwest,South Midwest,1885,1886,7,Y,FALSE,,,,,,,,,N
FRONTERA,El Paso,,,TX,Midwest,South Midwest,1851,1852,9,Y,FALSE,,,,,,,,,N
FRONTON,Starr,,,TX,Midwest,South Midwest,1948,1979,1,Y,TRUE,100,1336274,Fronton,Populated Place,Starr,TX,26.4070058,-99.0839196,Y
FROSA,Limestone,,,TX,Midwest,South Midwest,1877,1938,2,Y,TRUE,100,1357780,Frosa,Populated Place,Limestone,TX,31.6273896,-96.6974872,Y
FROST,Navarro,,,TX,Midwest,South Midwest,1880,,0,Y,TRUE,100,2731275,Frost Post Office,Post Office,Navarro,TX,32.081312,-96.8078,Y
FRUIT,Smith,,,TX,Midwest,South Midwest,1894,1900,5,Y,FALSE,,,,,,,,,N
FRUITLAND,Montague,,,TX,Midwest,South Midwest,1892,1954,1,Y,TRUE,100,1381900,Fruitland,Populated Place,Montague,TX,33.5017745,-97.7955893,Y
FRUITVALE,Van Zandt,,,TX,Midwest,South Midwest,1903,,0,Y,TRUE,100,2732018,Fruitvale Post Office,Post Office,Van Zandt,TX,32.6837765,-95.8036279,Y
FRY,Brown,,,TX,Midwest,South Midwest,1927,1943,2,Y,TRUE,100,1377739,Fry,Populated Place,Brown,TX,31.8251477,-99.1836678,Y
FRYAR,McLennan,,,TX,Midwest,South Midwest,1891,1894,7,Y,FALSE,,,,,,,,,N
FRYDEK,Austin,,,TX,Midwest,South Midwest,1901,1906,6,Y,TRUE,100,1336287,Frydek School,School,Austin,TX,29.7502333,-96.0874591,Y
FRYE,Wheeler,,,TX,Midwest,South Midwest,1897,1909,4,Y,FALSE,,,,,,,,,N
FRYS GAP,Cherokee,,,TX,Midwest,South Midwest,1903,1905,6,Y,TRUE,100,1357795,Frys Gap,Locale,Cherokee,TX,31.9873878,-95.3421733,Y
FULBRIGHT,Red River,,,TX,Midwest,South Midwest,1882,1958,1,Y,TRUE,100,1373784,Fulbright,Populated Place,Red River,TX,33.5484423,-95.2510594,Y
FULDA,Baylor,,,TX,Midwest,South Midwest,1896,1906,5,Y,TRUE,100,1379812,Fulda,Populated Place,Baylor,TX,33.6873188,-99.0231239,Y
FULLER,Wichita,,,TX,Midwest,South Midwest,1893,1893,8,Y,FALSE,,,,,,,,,N
FULLERTON,Andrews,,,TX,Midwest,South Midwest,1948,1956,1,Y,FALSE,,,,,,,,,N
FULP,Fannin,,,TX,Midwest,South Midwest,1888,1907,5,Y,FALSE,,,,,,,,,N
FULSHEAR,Fort Bend,,,TX,Midwest,South Midwest,1890,,0,Y,TRUE,100,2731482,Fulshear Post Office,Post Office,Fort Bend,TX,29.695417,-95.900412,Y
FULSHER,Fort Bend,,,TX,Midwest,South Midwest,1880,1881,6,Y,TRUE,85.71428571,2731482,Fulshear Post Office,Post Office,Fort Bend,TX,29.695417,-95.900412,Y
FULTON,Aransas,,,TX,Midwest,South Midwest,1869,,0,Y,TRUE,100,2731265,Fulton Post Office,Post Office,Aransas,TX,28.063101,-97.036686,Y
FULTON,Van Zandt,,,TX,Midwest,South Midwest,1900,1905,5,Y,FALSE,,,,,,,,,N
FUNSTON,Jones,,,TX,Midwest,South Midwest,1899,1907,5,Y,TRUE,100,1378337,Funston,Populated Place,Jones,TX,32.7515051,-99.8000926,Y
FUQUA,Liberty,,,TX,Midwest,South Midwest,1902,1929,3,Y,TRUE,100,1379814,Fuqua,Populated Place,Liberty,TX,30.4471514,-94.7363152,Y
FURRH,Panola,,,TX,Midwest,South Midwest,1898,1917,4,Y,FALSE,,,,,,,,,N
FUSSELL,Rusk,,,TX,Midwest,South Midwest,1894,1906,5,Y,FALSE,,,,,,,,,N
GABION,Galveston,,,TX,Midwest,South Midwest,1876,1893,6,Y,FALSE,,,,,,,,,N
GABRIEL MILLS,Williamson,,,TX,Midwest,South Midwest,1858,1905,5,Y,TRUE,100,1357814,Gabriel Mills,Locale,Williamson,TX,30.7774072,-97.9272403,Y
GADSDEN,Lamar,,,TX,Midwest,South Midwest,1891,1893,7,Y,FALSE,,,,,,,,,N
GAGE,Grayson,,,TX,Midwest,South Midwest,1893,1902,5,Y,TRUE,100,1377143,Gage,Populated Place,Grayson,TX,33.6751061,-96.7580528,Y
GAGE'S,Rusk,,,TX,Midwest,South Midwest,1847,1847,9,Y,TRUE,80,1336332,Gage Cemetery,Cemetery,Rusk,TX,31.9984996,-94.7810467,Y
GAGEBY,Hemphill,,,TX,Midwest,South Midwest,1910,1950,1,Y,TRUE,100,1379817,Gageby,Populated Place,Wheeler,TX,35.6197677,-100.3401266,Y
GAGEBY,Wheeler,,,TX,Midwest,South Midwest,1950,1954,1,Y,TRUE,100,1379817,Gageby,Populated Place,Wheeler,TX,35.6197677,-100.3401266,Y
GAGNE,Shelby,,,TX,Midwest,South Midwest,1887,1891,7,Y,FALSE,,,,,,,,,N
GAIL,Borden,,,TX,Midwest,South Midwest,1891,,0,Y,TRUE,100,1336336,Gail,Populated Place,Borden,TX,32.7703832,-101.4454111,Y
GAINESMORE,Matagorda,,,TX,Midwest,South Midwest,1912,1938,2,Y,TRUE,100,1379818,Gainesmore,Populated Place,Matagorda,TX,28.917754,-95.6910636,Y
GAINESVILLE,Cooke,,,TX,Midwest,South Midwest,1851,,0,Y,TRUE,100,2731338,Gainesville Post Office,Post Office,Cooke,TX,33.624449,-97.142665,Y
GALATEA,Harrison,,,TX,Midwest,South Midwest,1852,1864,7,Y,FALSE,,,,,,,,,N
GALE,Borden,,,TX,Midwest,South Midwest,1891,1891,8,Y,FALSE,,,,,,,,,N
GALENA,Smith,,,TX,Midwest,South Midwest,1892,1899,6,Y,TRUE,100,1357823,Galena Cemetery,Cemetery,Smith,TX,32.4923628,-95.583294,Y
GALENA PARK,Harris,,,TX,Midwest,South Midwest,1931,,0,Y,TRUE,100,2472493,Galena Park Post Office,Post Office,Harris,TX,29.7328496,-95.2393729,Y
GALESVILLE,Kaufman,,,TX,Midwest,South Midwest,1894,1894,8,Y,FALSE,,,,,,,,,N
GALLAGHER'S RANCH,Medina,,,TX,Midwest,South Midwest,1877,1909,4,Y,TRUE,93.75,1336347,Gallagher Ranch,Locale,Medina,TX,29.6063381,-98.8091931,Y
GALLATIN,Cherokee,,,TX,Midwest,South Midwest,1903,,0,Y,TRUE,100,2732091,Gallatin Post Office,Post Office,Cherokee,TX,31.8941677,-95.1450372,Y
